PD,SR,cell,Landuse
917.53882,4,129292,ForestDryPoor
785.858121,3,129293,ForestDryPoor
785.858121,3,129294,ForestDryPoor
785.858121,3,129295,ForestDryPoor
785.858121,3,129296,ForestDryPoor
785.858121,3,129297,ForestDryPoor
785.858121,3,129298,ForestDryPoor
785.858121,3,129299,ForestDryPoor
785.858121,3,129300,ForestDryPoor
785.858121,3,129301,ForestDryPoor
3290.8618790000005,30,129801,ForestDryPoor
3290.8618790000005,30,129802,ForestDryPoor
3290.8618790000005,30,129803,ForestDryPoor
3290.8618790000005,30,129804,ForestDryPoor
3290.8618790000005,30,129805,ForestDryPoor
3290.8618790000005,30,129806,ForestDryPoor
3290.8618790000005,30,129807,ForestDryPoor
3290.8618790000005,30,129808,ForestDryPoor
3195.9966000000004,29,129809,ForestDryPoor
3195.9966000000004,29,129810,ForestDryPoor
3146.5700790000005,28,129811,ForestDryPoor
3123.0417810000004,27,129812,ForestDryPoor
3123.0417810000004,27,129813,ForestDryPoor
3123.0417810000004,27,129814,ForestDryPoor
3123.0417810000004,27,129815,ForestDryPoor
3123.0417810000004,27,129816,ForestDryPoor
3123.0417810000004,27,129817,ForestDryPoor
3123.0417810000004,27,129818,ForestDryPoor
3123.0417810000004,27,129819,ForestDryPoor
3167.7223770000005,29,129820,ForestDryPoor
3167.7223770000005,29,129821,ForestDryPoor
3230.4500220000004,30,129822,ForestDryPoor
3230.4500220000004,30,129823,ForestDryPoor
3230.4500220000004,30,129824,ForestDryPoor
3230.4500220000004,30,129825,ForestDryPoor
3230.4500220000004,30,129826,ForestDryPoor
3230.4500220000004,30,129827,ForestDryPoor
3230.4500220000004,30,129828,ForestDryPoor
3230.4500220000004,30,129829,ForestDryPoor
3230.4500220000004,30,129830,ForestDryPoor
3230.4500220000004,30,129831,ForestDryPoor
3230.4500220000004,30,129832,ForestDryPoor
3230.4500220000004,30,129833,ForestDryPoor
3230.4500220000004,30,129834,ForestDryPoor
3230.4500220000004,30,129835,ForestDryPoor
3230.4500220000004,30,129836,ForestDryPoor
3230.4500220000004,30,129837,ForestDryPoor
3230.4500220000004,30,129838,ForestDryPoor
3208.2069490000003,29,129839,ForestDryPoor
3208.2069490000003,29,129840,ForestDryPoor
3208.2069490000003,29,129841,ForestDryPoor
2948.546812,27,129842,ForestDryPoor
2948.546812,27,129843,ForestDryPoor
2948.546812,27,129844,ForestDryPoor
2948.546812,27,129845,ForestDryPoor
2927.269217,26,129846,ForestDryPoor
2727.8569,24,129847,ForestDryPoor
2683.370753,23,129848,ForestDryPoor
2683.370753,23,129849,ForestDryPoor
2683.370753,23,129850,ForestDryPoor
2683.370753,23,129851,ForestDryPoor
2657.708051,21,129852,ForestDryPoor
2545.006855,20,129853,ForestDryPoor
2545.006855,20,129854,ForestDryPoor
2545.006855,20,129855,ForestDryPoor
2545.006855,20,129856,ForestDryPoor
2545.006855,20,129857,ForestDryPoor
2545.006855,20,129858,ForestDryPoor
2545.006855,20,129859,ForestDryPoor
2545.006855,20,129860,ForestDryPoor
2545.006855,20,129861,ForestDryPoor
2545.006855,20,129862,ForestDryPoor
2545.006855,20,129863,ForestDryPoor
2545.006855,20,129864,ForestDryPoor
2545.006855,20,129865,ForestDryPoor
2545.006855,20,129866,ForestDryPoor
2545.006855,20,129867,ForestDryPoor
2545.006855,20,129868,ForestDryPoor
2545.006855,20,129869,ForestDryPoor
2545.006855,20,129870,ForestDryPoor
2545.006855,20,129871,ForestDryPoor
2545.006855,20,129872,ForestDryPoor
2464.046788,18,129873,ForestDryPoor
2464.046788,18,129874,ForestDryPoor
2445.342169,17,129875,ForestDryPoor
1617.502342,7,129876,ForestDryPoor
1617.502342,7,129877,ForestDryPoor
1497.628109,6,129878,ForestDryPoor
1497.628109,6,129879,ForestDryPoor
1497.628109,6,129880,ForestDryPoor
1497.628109,6,129881,ForestDryPoor
1497.628109,6,129882,ForestDryPoor
785.858121,3,129883,ForestDryPoor
785.858121,3,129884,ForestDryPoor
785.858121,3,129885,ForestDryPoor
785.858121,3,129886,ForestDryPoor
785.858121,3,129887,ForestDryPoor
785.858121,3,129888,ForestDryPoor
785.858121,3,129889,ForestDryPoor
785.858121,3,129890,ForestDryPoor
785.858121,3,129891,ForestDryPoor
785.858121,3,129892,ForestDryPoor
785.858121,3,129893,ForestDryPoor
785.858121,3,129894,ForestDryPoor
785.858121,3,129895,ForestDryPoor
785.858121,3,129896,ForestDryPoor
785.858121,3,129897,ForestDryPoor
785.858121,3,129898,ForestDryPoor
785.858121,3,129899,ForestDryPoor
785.858121,3,129900,ForestDryPoor
3106.491089,27,130400,ForestDryPoor
3106.491089,27,130401,ForestDryPoor
3106.491089,27,130402,ForestDryPoor
3106.491089,27,130403,ForestDryPoor
3106.491089,27,130404,ForestDryPoor
3106.491089,27,130405,ForestDryPoor
3106.491089,27,130406,ForestDryPoor
3106.491089,27,130407,ForestDryPoor
3106.491089,27,130408,ForestDryPoor
3106.491089,27,130409,ForestDryPoor
3011.6258100000005,26,130410,ForestDryPoor
3011.6258100000005,26,130411,ForestDryPoor
3011.6258100000005,26,130412,ForestDryPoor
2988.0975120000003,25,130413,ForestDryPoor
2988.0975120000003,25,130414,ForestDryPoor
2988.0975120000003,25,130415,ForestDryPoor
2988.0975120000003,25,130416,ForestDryPoor
2988.0975120000003,25,130417,ForestDryPoor
2988.0975120000003,25,130418,ForestDryPoor
3032.7781080000004,27,130419,ForestDryPoor
3032.7781080000004,27,130420,ForestDryPoor
3032.7781080000004,27,130421,ForestDryPoor
3032.7781080000004,27,130422,ForestDryPoor
3032.7781080000004,27,130423,ForestDryPoor
3032.7781080000004,27,130424,ForestDryPoor
3032.7781080000004,27,130425,ForestDryPoor
3032.7781080000004,27,130426,ForestDryPoor
3032.7781080000004,27,130427,ForestDryPoor
3032.7781080000004,27,130428,ForestDryPoor
3032.7781080000004,27,130429,ForestDryPoor
3032.7781080000004,27,130430,ForestDryPoor
3032.7781080000004,27,130431,ForestDryPoor
3032.7781080000004,27,130432,ForestDryPoor
3032.7781080000004,27,130433,ForestDryPoor
3032.7781080000004,27,130434,ForestDryPoor
3032.7781080000004,27,130435,ForestDryPoor
3032.7781080000004,27,130436,ForestDryPoor
3032.7781080000004,27,130437,ForestDryPoor
3032.7781080000004,27,130438,ForestDryPoor
3032.7781080000004,27,130439,ForestDryPoor
3032.7781080000004,27,130440,ForestDryPoor
3032.7781080000004,27,130441,ForestDryPoor
2773.117971,25,130442,ForestDryPoor
2773.117971,25,130443,ForestDryPoor
2773.117971,25,130444,ForestDryPoor
2773.117971,25,130445,ForestDryPoor
2751.840376,24,130446,ForestDryPoor
2507.9419120000002,21,130447,ForestDryPoor
2507.9419120000002,21,130448,ForestDryPoor
2507.9419120000002,21,130449,ForestDryPoor
2507.9419120000002,21,130450,ForestDryPoor
2482.27921,19,130451,ForestDryPoor
2482.27921,19,130452,ForestDryPoor
2482.27921,19,130453,ForestDryPoor
2482.27921,19,130454,ForestDryPoor
2482.27921,19,130455,ForestDryPoor
2482.27921,19,130456,ForestDryPoor
2482.27921,19,130457,ForestDryPoor
2482.27921,19,130458,ForestDryPoor
2482.27921,19,130459,ForestDryPoor
2482.27921,19,130460,ForestDryPoor
2482.27921,19,130461,ForestDryPoor
2482.27921,19,130462,ForestDryPoor
2482.27921,19,130463,ForestDryPoor
2482.27921,19,130464,ForestDryPoor
2482.27921,19,130465,ForestDryPoor
2482.27921,19,130466,ForestDryPoor
2482.27921,19,130467,ForestDryPoor
2482.27921,19,130468,ForestDryPoor
2482.27921,19,130469,ForestDryPoor
2482.27921,19,130470,ForestDryPoor
2482.27921,19,130471,ForestDryPoor
2356.9954810000004,17,130472,ForestDryPoor
2356.9954810000004,17,130473,ForestDryPoor
2338.2908620000003,16,130474,ForestDryPoor
2338.2908620000003,16,130475,ForestDryPoor
1497.628109,6,130476,ForestDryPoor
1497.628109,6,130477,ForestDryPoor
1497.628109,6,130478,ForestDryPoor
1497.628109,6,130479,ForestDryPoor
1497.628109,6,130480,ForestDryPoor
1497.628109,6,130481,ForestDryPoor
1373.893872,5,130482,ForestDryPoor
785.858121,3,130483,ForestDryPoor
785.858121,3,130484,ForestDryPoor
785.858121,3,130485,ForestDryPoor
785.858121,3,130486,ForestDryPoor
785.858121,3,130487,ForestDryPoor
785.858121,3,130488,ForestDryPoor
785.858121,3,130489,ForestDryPoor
785.858121,3,130490,ForestDryPoor
785.858121,3,130491,ForestDryPoor
785.858121,3,130492,ForestDryPoor
785.858121,3,130493,ForestDryPoor
785.858121,3,130494,ForestDryPoor
785.858121,3,130495,ForestDryPoor
785.858121,3,130496,ForestDryPoor
785.858121,3,130497,ForestDryPoor
785.858121,3,130498,ForestDryPoor
785.858121,3,130499,ForestDryPoor
3106.491089,27,130999,ForestDryPoor
3106.491089,27,131000,ForestDryPoor
3106.491089,27,131001,ForestDryPoor
3106.491089,27,131002,ForestDryPoor
3106.491089,27,131003,ForestDryPoor
3106.491089,27,131004,ForestDryPoor
3106.491089,27,131005,ForestDryPoor
3106.491089,27,131006,ForestDryPoor
3106.491089,27,131007,ForestDryPoor
3106.491089,27,131008,ForestDryPoor
3106.491089,27,131009,ForestDryPoor
3011.6258100000005,26,131010,ForestDryPoor
3011.6258100000005,26,131011,ForestDryPoor
3011.6258100000005,26,131012,ForestDryPoor
2988.0975120000003,25,131013,ForestDryPoor
2988.0975120000003,25,131014,ForestDryPoor
2988.0975120000003,25,131015,ForestDryPoor
2988.0975120000003,25,131016,ForestDryPoor
2988.0975120000003,25,131017,ForestDryPoor
3032.7781080000004,27,131018,ForestDryPoor
3032.7781080000004,27,131019,ForestDryPoor
3032.7781080000004,27,131020,ForestDryPoor
3032.7781080000004,27,131021,ForestDryPoor
3032.7781080000004,27,131022,ForestDryPoor
3032.7781080000004,27,131023,ForestDryPoor
3032.7781080000004,27,131024,ForestDryPoor
3032.7781080000004,27,131025,ForestDryPoor
3032.7781080000004,27,131026,ForestDryPoor
3032.7781080000004,27,131027,ForestDryPoor
3032.7781080000004,27,131028,ForestDryPoor
3032.7781080000004,27,131029,ForestDryPoor
3032.7781080000004,27,131030,ForestDryPoor
3032.7781080000004,27,131031,ForestDryPoor
3032.7781080000004,27,131032,ForestDryPoor
3032.7781080000004,27,131033,ForestDryPoor
3032.7781080000004,27,131034,ForestDryPoor
3032.7781080000004,27,131035,ForestDryPoor
3032.7781080000004,27,131036,ForestDryPoor
3032.7781080000004,27,131037,ForestDryPoor
3032.7781080000004,27,131038,ForestDryPoor
3032.7781080000004,27,131039,ForestDryPoor
3032.7781080000004,27,131040,ForestDryPoor
3032.7781080000004,27,131041,ForestDryPoor
3032.7781080000004,27,131042,ForestDryPoor
2773.117971,25,131043,ForestDryPoor
2773.117971,25,131044,ForestDryPoor
2707.354229,23,131045,ForestDryPoor
2400.890605,20,131046,ForestDryPoor
2400.890605,20,131047,ForestDryPoor
2400.890605,20,131048,ForestDryPoor
2400.890605,20,131049,ForestDryPoor
2400.890605,20,131050,ForestDryPoor
2375.227903,18,131051,ForestDryPoor
2375.227903,18,131052,ForestDryPoor
2428.1606650000003,19,131053,ForestDryPoor
2428.1606650000003,19,131054,ForestDryPoor
2428.1606650000003,19,131055,ForestDryPoor
2375.227903,18,131056,ForestDryPoor
2375.227903,18,131057,ForestDryPoor
2375.227903,18,131058,ForestDryPoor
2375.227903,18,131059,ForestDryPoor
2375.227903,18,131060,ForestDryPoor
2375.227903,18,131061,ForestDryPoor
2375.227903,18,131062,ForestDryPoor
2375.227903,18,131063,ForestDryPoor
2375.227903,18,131064,ForestDryPoor
2375.227903,18,131065,ForestDryPoor
2375.227903,18,131066,ForestDryPoor
2375.227903,18,131067,ForestDryPoor
2375.227903,18,131068,ForestDryPoor
2375.227903,18,131069,ForestDryPoor
2375.227903,18,131070,ForestDryPoor
2356.9954810000004,17,131071,ForestDryPoor
2338.2908620000003,16,131072,ForestDryPoor
2338.2908620000003,16,131073,ForestDryPoor
2338.2908620000003,16,131074,ForestDryPoor
2338.2908620000003,16,131075,ForestDryPoor
1497.628109,6,131076,ForestDryPoor
1497.628109,6,131077,ForestDryPoor
1497.628109,6,131078,ForestDryPoor
1497.628109,6,131079,ForestDryPoor
1497.628109,6,131080,ForestDryPoor
1497.628109,6,131081,ForestDryPoor
785.858121,3,131082,ForestDryPoor
785.858121,3,131083,ForestDryPoor
785.858121,3,131084,ForestDryPoor
785.858121,3,131085,ForestDryPoor
785.858121,3,131086,ForestDryPoor
785.858121,3,131087,ForestDryPoor
785.858121,3,131088,ForestDryPoor
785.858121,3,131089,ForestDryPoor
785.858121,3,131090,ForestDryPoor
785.858121,3,131091,ForestDryPoor
785.858121,3,131092,ForestDryPoor
785.858121,3,131093,ForestDryPoor
785.858121,3,131094,ForestDryPoor
785.858121,3,131095,ForestDryPoor
785.858121,3,131096,ForestDryPoor
785.858121,3,131097,ForestDryPoor
785.858121,3,131098,ForestDryPoor
3085.213494,26,131598,ForestDryPoor
3085.213494,26,131599,ForestDryPoor
3085.213494,26,131600,ForestDryPoor
3085.213494,26,131601,ForestDryPoor
3085.213494,26,131602,ForestDryPoor
3085.213494,26,131603,ForestDryPoor
3085.213494,26,131604,ForestDryPoor
3085.213494,26,131605,ForestDryPoor
3085.213494,26,131606,ForestDryPoor
3085.213494,26,131607,ForestDryPoor
3085.213494,26,131608,ForestDryPoor
3085.213494,26,131609,ForestDryPoor
2990.3482150000004,25,131610,ForestDryPoor
2990.3482150000004,25,131611,ForestDryPoor
2990.3482150000004,25,131612,ForestDryPoor
2966.8199170000003,24,131613,ForestDryPoor
2966.8199170000003,24,131614,ForestDryPoor
2966.8199170000003,24,131615,ForestDryPoor
2966.8199170000003,24,131616,ForestDryPoor
3011.5005130000004,26,131617,ForestDryPoor
3011.5005130000004,26,131618,ForestDryPoor
3011.5005130000004,26,131619,ForestDryPoor
3011.5005130000004,26,131620,ForestDryPoor
3011.5005130000004,26,131621,ForestDryPoor
2833.365791,25,131622,ForestDryPoor
2833.365791,25,131623,ForestDryPoor
2833.365791,25,131624,ForestDryPoor
2833.365791,25,131625,ForestDryPoor
2833.365791,25,131626,ForestDryPoor
2833.365791,25,131627,ForestDryPoor
2833.365791,25,131628,ForestDryPoor
2833.365791,25,131629,ForestDryPoor
2833.365791,25,131630,ForestDryPoor
2833.365791,25,131631,ForestDryPoor
2833.365791,25,131632,ForestDryPoor
2833.365791,25,131633,ForestDryPoor
2833.365791,25,131634,ForestDryPoor
2833.365791,25,131635,ForestDryPoor
2833.365791,25,131636,ForestDryPoor
2833.365791,25,131637,ForestDryPoor
2833.365791,25,131638,ForestDryPoor
2833.365791,25,131639,ForestDryPoor
2833.365791,25,131640,ForestDryPoor
2833.365791,25,131641,ForestDryPoor
2833.365791,25,131642,ForestDryPoor
2529.2195070000002,22,131643,ForestDryPoor
2582.152269,23,131644,ForestDryPoor
2582.152269,23,131645,ForestDryPoor
2453.823367,21,131646,ForestDryPoor
2453.823367,21,131647,ForestDryPoor
2453.823367,21,131648,ForestDryPoor
2453.823367,21,131649,ForestDryPoor
2428.1606650000003,19,131650,ForestDryPoor
2428.1606650000003,19,131651,ForestDryPoor
2428.1606650000003,19,131652,ForestDryPoor
2428.1606650000003,19,131653,ForestDryPoor
2428.1606650000003,19,131654,ForestDryPoor
2428.1606650000003,19,131655,ForestDryPoor
2428.1606650000003,19,131656,ForestDryPoor
2428.1606650000003,19,131657,ForestDryPoor
2428.1606650000003,19,131658,ForestDryPoor
2428.1606650000003,19,131659,ForestDryPoor
2428.1606650000003,19,131660,ForestDryPoor
2428.1606650000003,19,131661,ForestDryPoor
2428.1606650000003,19,131662,ForestDryPoor
2428.1606650000003,19,131663,ForestDryPoor
2375.227903,18,131664,ForestDryPoor
2375.227903,18,131665,ForestDryPoor
2375.227903,18,131666,ForestDryPoor
2375.227903,18,131667,ForestDryPoor
2375.227903,18,131668,ForestDryPoor
2375.227903,18,131669,ForestDryPoor
2356.9954810000004,17,131670,ForestDryPoor
2338.2908620000003,16,131671,ForestDryPoor
2338.2908620000003,16,131672,ForestDryPoor
2338.2908620000003,16,131673,ForestDryPoor
2338.2908620000003,16,131674,ForestDryPoor
1497.628109,6,131675,ForestDryPoor
1497.628109,6,131676,ForestDryPoor
1497.628109,6,131677,ForestDryPoor
1497.628109,6,131678,ForestDryPoor
1497.628109,6,131679,ForestDryPoor
1497.628109,6,131680,ForestDryPoor
1497.628109,6,131681,ForestDryPoor
785.858121,3,131682,ForestDryPoor
785.858121,3,131683,ForestDryPoor
785.858121,3,131684,ForestDryPoor
785.858121,3,131685,ForestDryPoor
785.858121,3,131686,ForestDryPoor
785.858121,3,131687,ForestDryPoor
785.858121,3,131688,ForestDryPoor
785.858121,3,131689,ForestDryPoor
785.858121,3,131690,ForestDryPoor
785.858121,3,131691,ForestDryPoor
785.858121,3,131692,ForestDryPoor
785.858121,3,131693,ForestDryPoor
785.858121,3,131694,ForestDryPoor
785.858121,3,131695,ForestDryPoor
785.858121,3,131696,ForestDryPoor
785.858121,3,131697,ForestDryPoor
2907.0787720000003,25,132197,ForestDryPoor
2813.3485600000004,24,132198,ForestDryPoor
2813.3485600000004,24,132199,ForestDryPoor
2813.3485600000004,24,132200,ForestDryPoor
2813.3485600000004,24,132201,ForestDryPoor
2813.3485600000004,24,132202,ForestDryPoor
2813.3485600000004,24,132203,ForestDryPoor
2813.3485600000004,24,132204,ForestDryPoor
2813.3485600000004,24,132205,ForestDryPoor
2813.3485600000004,24,132206,ForestDryPoor
2813.3485600000004,24,132207,ForestDryPoor
2813.3485600000004,24,132208,ForestDryPoor
2813.3485600000004,24,132209,ForestDryPoor
2718.4832810000003,23,132210,ForestDryPoor
2718.4832810000003,23,132211,ForestDryPoor
2718.4832810000003,23,132212,ForestDryPoor
2694.954983,22,132213,ForestDryPoor
2694.954983,22,132214,ForestDryPoor
2694.954983,22,132215,ForestDryPoor
2739.6355790000002,24,132216,ForestDryPoor
2739.6355790000002,24,132217,ForestDryPoor
2739.6355790000002,24,132218,ForestDryPoor
2739.6355790000002,24,132219,ForestDryPoor
2739.6355790000002,24,132220,ForestDryPoor
2739.6355790000002,24,132221,ForestDryPoor
2739.6355790000002,24,132222,ForestDryPoor
2739.6355790000002,24,132223,ForestDryPoor
2739.6355790000002,24,132224,ForestDryPoor
2739.6355790000002,24,132225,ForestDryPoor
2739.6355790000002,24,132226,ForestDryPoor
2739.6355790000002,24,132227,ForestDryPoor
2739.6355790000002,24,132228,ForestDryPoor
2739.6355790000002,24,132229,ForestDryPoor
2739.6355790000002,24,132230,ForestDryPoor
2739.6355790000002,24,132231,ForestDryPoor
2739.6355790000002,24,132232,ForestDryPoor
2739.6355790000002,24,132233,ForestDryPoor
2739.6355790000002,24,132234,ForestDryPoor
2739.6355790000002,24,132235,ForestDryPoor
2739.6355790000002,24,132236,ForestDryPoor
2739.6355790000002,24,132237,ForestDryPoor
2739.6355790000002,24,132238,ForestDryPoor
2792.568341,25,132239,ForestDryPoor
2792.568341,25,132240,ForestDryPoor
2748.082194,24,132241,ForestDryPoor
2748.082194,24,132242,ForestDryPoor
2488.422057,22,132243,ForestDryPoor
2488.422057,22,132244,ForestDryPoor
2488.422057,22,132245,ForestDryPoor
2467.144462,21,132246,ForestDryPoor
2360.093155,20,132247,ForestDryPoor
2360.093155,20,132248,ForestDryPoor
2360.093155,20,132249,ForestDryPoor
2334.430453,18,132250,ForestDryPoor
2334.430453,18,132251,ForestDryPoor
2334.430453,18,132252,ForestDryPoor
2334.430453,18,132253,ForestDryPoor
2334.430453,18,132254,ForestDryPoor
2334.430453,18,132255,ForestDryPoor
2334.430453,18,132256,ForestDryPoor
2334.430453,18,132257,ForestDryPoor
2334.430453,18,132258,ForestDryPoor
2334.430453,18,132259,ForestDryPoor
2334.430453,18,132260,ForestDryPoor
2334.430453,18,132261,ForestDryPoor
2334.430453,18,132262,ForestDryPoor
2334.430453,18,132263,ForestDryPoor
2334.430453,18,132264,ForestDryPoor
2334.430453,18,132265,ForestDryPoor
2334.430453,18,132266,ForestDryPoor
2281.497691,17,132267,ForestDryPoor
2281.497691,17,132268,ForestDryPoor
2263.265269,16,132269,ForestDryPoor
2244.5606500000004,15,132270,ForestDryPoor
2244.5606500000004,15,132271,ForestDryPoor
2244.5606500000004,15,132272,ForestDryPoor
2244.5606500000004,15,132273,ForestDryPoor
2244.5606500000004,15,132274,ForestDryPoor
1497.628109,6,132275,ForestDryPoor
1497.628109,6,132276,ForestDryPoor
1497.628109,6,132277,ForestDryPoor
1497.628109,6,132278,ForestDryPoor
1497.628109,6,132279,ForestDryPoor
1497.628109,6,132280,ForestDryPoor
1373.893872,5,132281,ForestDryPoor
785.858121,3,132282,ForestDryPoor
785.858121,3,132283,ForestDryPoor
785.858121,3,132284,ForestDryPoor
785.858121,3,132285,ForestDryPoor
785.858121,3,132286,ForestDryPoor
785.858121,3,132287,ForestDryPoor
785.858121,3,132288,ForestDryPoor
785.858121,3,132289,ForestDryPoor
785.858121,3,132290,ForestDryPoor
785.858121,3,132291,ForestDryPoor
785.858121,3,132292,ForestDryPoor
785.858121,3,132293,ForestDryPoor
785.858121,3,132294,ForestDryPoor
785.858121,3,132295,ForestDryPoor
785.858121,3,132296,ForestDryPoor
2813.3485600000004,24,132796,ForestDryPoor
2813.3485600000004,24,132797,ForestDryPoor
2813.3485600000004,24,132798,ForestDryPoor
2813.3485600000004,24,132799,ForestDryPoor
2813.3485600000004,24,132800,ForestDryPoor
2813.3485600000004,24,132801,ForestDryPoor
2813.3485600000004,24,132802,ForestDryPoor
2813.3485600000004,24,132803,ForestDryPoor
2813.3485600000004,24,132804,ForestDryPoor
2813.3485600000004,24,132805,ForestDryPoor
2813.3485600000004,24,132806,ForestDryPoor
2813.3485600000004,24,132807,ForestDryPoor
2813.3485600000004,24,132808,ForestDryPoor
2813.3485600000004,24,132809,ForestDryPoor
2813.3485600000004,24,132810,ForestDryPoor
2718.4832810000003,23,132811,ForestDryPoor
2694.954983,22,132812,ForestDryPoor
2694.954983,22,132813,ForestDryPoor
2694.954983,22,132814,ForestDryPoor
2739.6355790000002,24,132815,ForestDryPoor
2739.6355790000002,24,132816,ForestDryPoor
2739.6355790000002,24,132817,ForestDryPoor
2739.6355790000002,24,132818,ForestDryPoor
2739.6355790000002,24,132819,ForestDryPoor
2739.6355790000002,24,132820,ForestDryPoor
2739.6355790000002,24,132821,ForestDryPoor
2739.6355790000002,24,132822,ForestDryPoor
2739.6355790000002,24,132823,ForestDryPoor
2739.6355790000002,24,132824,ForestDryPoor
2739.6355790000002,24,132825,ForestDryPoor
2739.6355790000002,24,132826,ForestDryPoor
2739.6355790000002,24,132827,ForestDryPoor
2739.6355790000002,24,132828,ForestDryPoor
2739.6355790000002,24,132829,ForestDryPoor
2739.6355790000002,24,132830,ForestDryPoor
2739.6355790000002,24,132831,ForestDryPoor
2739.6355790000002,24,132832,ForestDryPoor
2739.6355790000002,24,132833,ForestDryPoor
2739.6355790000002,24,132834,ForestDryPoor
2792.568341,25,132835,ForestDryPoor
2792.568341,25,132836,ForestDryPoor
2792.568341,25,132837,ForestDryPoor
2792.568341,25,132838,ForestDryPoor
2792.568341,25,132839,ForestDryPoor
2748.082194,24,132840,ForestDryPoor
2748.082194,24,132841,ForestDryPoor
2748.082194,24,132842,ForestDryPoor
2488.422057,22,132843,ForestDryPoor
2488.422057,22,132844,ForestDryPoor
2467.144462,21,132845,ForestDryPoor
2467.144462,21,132846,ForestDryPoor
2360.093155,20,132847,ForestDryPoor
2360.093155,20,132848,ForestDryPoor
2334.430453,18,132849,ForestDryPoor
2334.430453,18,132850,ForestDryPoor
2334.430453,18,132851,ForestDryPoor
2334.430453,18,132852,ForestDryPoor
2334.430453,18,132853,ForestDryPoor
2334.430453,18,132854,ForestDryPoor
2334.430453,18,132855,ForestDryPoor
2334.430453,18,132856,ForestDryPoor
2334.430453,18,132857,ForestDryPoor
2334.430453,18,132858,ForestDryPoor
2334.430453,18,132859,ForestDryPoor
2334.430453,18,132860,ForestDryPoor
2334.430453,18,132861,ForestDryPoor
2334.430453,18,132862,ForestDryPoor
2334.430453,18,132863,ForestDryPoor
2334.430453,18,132864,ForestDryPoor
2334.430453,18,132865,ForestDryPoor
2334.430453,18,132866,ForestDryPoor
2334.430453,18,132867,ForestDryPoor
2315.7258340000003,17,132868,ForestDryPoor
2244.5606500000004,15,132869,ForestDryPoor
2244.5606500000004,15,132870,ForestDryPoor
2244.5606500000004,15,132871,ForestDryPoor
2244.5606500000004,15,132872,ForestDryPoor
2244.5606500000004,15,132873,ForestDryPoor
2244.5606500000004,15,132874,ForestDryPoor
1497.628109,6,132875,ForestDryPoor
1497.628109,6,132876,ForestDryPoor
1497.628109,6,132877,ForestDryPoor
1497.628109,6,132878,ForestDryPoor
1497.628109,6,132879,ForestDryPoor
1373.893872,5,132880,ForestDryPoor
785.858121,3,132881,ForestDryPoor
785.858121,3,132882,ForestDryPoor
785.858121,3,132883,ForestDryPoor
785.858121,3,132884,ForestDryPoor
785.858121,3,132885,ForestDryPoor
785.858121,3,132886,ForestDryPoor
785.858121,3,132887,ForestDryPoor
785.858121,3,132888,ForestDryPoor
785.858121,3,132889,ForestDryPoor
785.858121,3,132890,ForestDryPoor
785.858121,3,132891,ForestDryPoor
785.858121,3,132892,ForestDryPoor
785.858121,3,132893,ForestDryPoor
785.858121,3,132894,ForestDryPoor
785.858121,3,132895,ForestDryPoor
2813.3485600000004,24,133395,ForestDryPoor
2813.3485600000004,24,133396,ForestDryPoor
2813.3485600000004,24,133397,ForestDryPoor
2813.3485600000004,24,133398,ForestDryPoor
2813.3485600000004,24,133399,ForestDryPoor
2813.3485600000004,24,133400,ForestDryPoor
2813.3485600000004,24,133401,ForestDryPoor
2813.3485600000004,24,133402,ForestDryPoor
2916.925756,25,133403,ForestDryPoor
2916.925756,25,133404,ForestDryPoor
2916.925756,25,133405,ForestDryPoor
2916.925756,25,133406,ForestDryPoor
2822.0604770000004,24,133407,ForestDryPoor
2822.0604770000004,24,133408,ForestDryPoor
2822.0604770000004,24,133409,ForestDryPoor
2822.0604770000004,24,133410,ForestDryPoor
2822.0604770000004,24,133411,ForestDryPoor
2694.954983,22,133412,ForestDryPoor
2694.954983,22,133413,ForestDryPoor
2739.6355790000002,24,133414,ForestDryPoor
2739.6355790000002,24,133415,ForestDryPoor
2739.6355790000002,24,133416,ForestDryPoor
2739.6355790000002,24,133417,ForestDryPoor
2739.6355790000002,24,133418,ForestDryPoor
2739.6355790000002,24,133419,ForestDryPoor
2739.6355790000002,24,133420,ForestDryPoor
2739.6355790000002,24,133421,ForestDryPoor
2739.6355790000002,24,133422,ForestDryPoor
2739.6355790000002,24,133423,ForestDryPoor
2739.6355790000002,24,133424,ForestDryPoor
2739.6355790000002,24,133425,ForestDryPoor
2739.6355790000002,24,133426,ForestDryPoor
2739.6355790000002,24,133427,ForestDryPoor
2739.6355790000002,24,133428,ForestDryPoor
2739.6355790000002,24,133429,ForestDryPoor
2739.6355790000002,24,133430,ForestDryPoor
2792.568341,25,133431,ForestDryPoor
2792.568341,25,133432,ForestDryPoor
2792.568341,25,133433,ForestDryPoor
2792.568341,25,133434,ForestDryPoor
2792.568341,25,133435,ForestDryPoor
2792.568341,25,133436,ForestDryPoor
2792.568341,25,133437,ForestDryPoor
2748.082194,24,133438,ForestDryPoor
2748.082194,24,133439,ForestDryPoor
2748.082194,24,133440,ForestDryPoor
2748.082194,24,133441,ForestDryPoor
2748.082194,24,133442,ForestDryPoor
2488.422057,22,133443,ForestDryPoor
2467.144462,21,133444,ForestDryPoor
2467.144462,21,133445,ForestDryPoor
2467.144462,21,133446,ForestDryPoor
2360.093155,20,133447,ForestDryPoor
2360.093155,20,133448,ForestDryPoor
